index,entity,disambig_term,text,wikipedia_link
"4655","convex","Convex","Convex lense bend toward principle axis why?","https://en.wikipedia.org/wiki/Lens_(optics)#Types_of_simple_lenses"
"4656","white christmas","White Christmas","White Christmas is an outstanding addition to a shade garden.","https://en.wikipedia.org/wiki/White_Christmas_(weather)"
"4657","asap","ASAP","<p>This is causing some real setbacks for our team so we are hoping to get help ASAP.","https://en.wikipedia.org/wiki/ASAP"
"4658","mac","Mac","Is upgrading the Mac mini from 4 GB to 16 GB is useful or just waste of money?","https://en.wikipedia.org/wiki/Macintosh"
"4659","belleville","Belleville","Coordinate it with other items in the Belleville patio collection (sold separately) for a cohesive look.",""
"4660","deli","Deli","I would recommend Duke's 24/7 deli next door - great way to refill teenagers batteries!","https://en.wikipedia.org/wiki/Delicatessen"
"4661","chase","Chase","Johnson won his in the 10-race Chase for the Sprint championship playoff era.","https://en.wikipedia.org/wiki/NASCAR_playoffs"
"4662","noble","Noble","French Name Meaning-noble, kind.","https://en.wikipedia.org/wiki/Nobility"
"4663","lte","LTE","What is voLTE technology over LTE?","https://en.wikipedia.org/wiki/LTE_(telecommunication)"
"4664","big wave","Big Wave","Big Wave Tables are constructed of 100% steel and designed for strength and stability.",""
"4665","thon","Thon","Jubilee Bunt-a-thon follows Wallace and Gromit as they prepare for the Jubilee weekend, hoisting up bunting around Trust manor.",""
"4666","tonight","Tonight","The forecast is for 37 degrees tonight.....",""
"4667","dwm","DWM","Why not just create the window without a frame (like Google Chrome does when DWM is not present)?","https://en.wikipedia.org/wiki/Desktop_Window_Manager"
"4668","northern","Northern","Nigeria declares State of Emergency in the Northern region due to recent spasm of violence from Islamist insurgency.","https://en.wikipedia.org/wiki/Northern_(country_subdivision)"
"4669","duplex","Duplex","Duplex meant for 1st and 2nd floor.","https://en.wikipedia.org/wiki/Duplex_(building)"
"4670","salem","Salem","SALEM, Mass. (AP) â€”","https://en.wikipedia.org/wiki/Salem,_Massachusetts"
"4671","middletown","Middletown","Flynn, who turns 58 in December, is a native of Middletown, Rhode Island.","https://en.wikipedia.org/wiki/Middletown,_Rhode_Island"
"4672","coptic","Coptic","According to Coptic tradition, John Mark is the founder of the Coptic Church in Egypt.","https://en.wikipedia.org/wiki/Copts"
"4673","roberts","Roberts",">As a response to Roberts answer/","https://en.wikipedia.org/wiki/Roberts_(given_name)"
"4674","packer","Packer","But Dean Edwards' Packer requires you to end every statement with a semicolon.",""
"4675","lowry","Lowry","Various epidermal enzymes and cofactors were measured in patients with lichen planus and in healthy controls with the aid of Lowry's microtechniques, including enzymatic cycling.",""
"4676","du","DU","Note that this section refers to the English-language dub of Les MaÃ®tres du temps, and certain details may differ from the original.",""
"4677","imp","IMP","Under its five-cycle testing protocol, the EPA rated the 85 kWh Model S model with a combined fuel economy equivalent of 89 MPGe (2.64 L/100 km), with an equivalent 88 mpg-US (2.7 L/100 km; 106 mpg-imp) in city driving and 90 mpg-US (2.6 L/100 km; 110 mpg-imp) on highways.",""
"4678","bucs","Bucs","Bucs swarm Alterraun Verner after his INT.","https://en.wikipedia.org/wiki/Tampa_Bay_Buccaneers"
"4679","scots","Scots","And Ajax got the Tin in for East Kilbride when the plucky Scots broke their record of 26 consecutive wins at the weekend.","https://en.wikipedia.org/wiki/Scottish_people"
"4680","jonathan","Jonathan","From the Mortal Instruments series, what is the childhood of Jace and Jonathan?","https://en.wikipedia.org/wiki/Jonathan_(name)"
"4681","unsubscribe","Unsubscribe","And after Unsubscribe calls (for all 600 of them) counters show that only 10 or so subscriptions were removed.","https://en.wikipedia.org/wiki/Mailing_list"
"4682","xp","XP","A model is proposed to relate this finding with a previously described defect in post-replication repair in these XP variant cells.","https://en.wikipedia.org/wiki/Xeroderma_pigmentosum"
"4683","ncr","NCR","<p>I need a data dump from planet.osm fiel for the NCR region in the Philippines.","https://en.wikipedia.org/wiki/Metro_Manila"
"4684","nightly","Nightly","The film begins with a fictional broadcast from the network CVN's nightly program, starring Don Tobin , with reports from correspondents Michael Boyle  and Dorian Waldorf , which discusses a terrorist bombing of the American embassy in Saudi Arabia that killed the American ambassador.","https://en.wikipedia.org/wiki/Night"
"4685","dan","Dan","This analysis revealed that the binding to DAN in nuclei was very similar in nature to that which occurred when calf-thymus DNA was added to microsomes metabolising BP.","https://en.wikipedia.org/wiki/Poly(A)-specific_ribonuclease"
"4686","deadline","Deadline","All this while they are running on a short 2-hour deadline.","https://en.wikipedia.org/wiki/Time_limit"
"4687","care","Care","The couple met in 1973, and made their first significant gift to the CARE global poverty charity soon after Jim's investment company, Renaissance Technologies, took off in the 1980s.","https://en.wikipedia.org/wiki/CARE_(relief_agency)"
"4688","davis","Davis","Riots in Pakistan after double murder-accused Davis buys freedom","https://en.wikipedia.org/wiki/Davis_(surname)"
"4689","reichstag","Reichstag","According to information obtained by German security authorities, al-Qaida and associated groups are believed to be planning an attack on the Reichstag building in Berlin, the headquarters of Germany's parliament","https://en.wikipedia.org/wiki/Reichstag_building"
"4690","langmuir","Langmuir","The kinetic parameters of Langmuir and Freundlich","https://en.wikipedia.org/wiki/Irving_Langmuir"
"4691","mar","MAR","al-de-mar, ald-em-ar ]",""
"4692","olds","Olds","Ten-year olds Mew and Tong are neighbors.","https://en.wikipedia.org/wiki/Old_age"
"4693","strep","Strep","Clorox Disinfecting Wipes kill 99.9% of viruses and bacteria, including cold and flu, E. Coli, Salmonella, Staph, and Strep.","https://en.wikipedia.org/wiki/Streptococcus"
"4694","servo","Servo","How do I control the direction of Servo motor like MG996R?","https://en.wikipedia.org/wiki/Servomotor"
"4695","windsor","Windsor","A man is facing animal cruelty charges after 155 dead cats were found in an apartment in Windsor, Ont.","https://en.wikipedia.org/wiki/Windsor,_Ontario"
"4696","administration","Administration","LUPRON DEPOT (leuprolide acetate for depot suspension) 7.5 mg for 1-month, 22.5 mg for 3-month, 30 mg for 4-month, and 45 mg for 6-month administration are prescribed for the palliative treatment of advanced prostate cancer.","https://en.wikipedia.org/wiki/Pharmaceutical_drug#Administration"
"4697","phd","PHD","What are the most suitable specializations for PhD in Computer Science for someone with weak background in programming?","https://en.wikipedia.org/wiki/Doctor_of_Philosophy"
"4698","pickup","Pickup","Seeking part of this market share, Dodge introduced a 3/4-ton pickup with cab and body constructed entirely of wood in 1924.","https://en.wikipedia.org/wiki/Pickup_truck"
"4699","board","Board","The formal permission of the RBI Board was obtained before the Cabinet meeting and the Board members were asked to stay on for coffee.","https://en.wikipedia.org/wiki/Board_of_directors"
"4700","epiphany","Epiphany","Also, the browser that's giving this behavior is Chrome, Iceweasel, and Epiphany...","https://en.wikipedia.org/wiki/GNOME_Web"
"4701","wild oats","Wild Oats","The story of Andy Tennantâ€™s â€œWild Oatsâ€ may be silly","https://en.wikipedia.org/wiki/Wild_Oats_(film)"
"4702","cypher","Cypher","What song plays over the end credits to the 2002 movie Cypher?","https://en.wikipedia.org/wiki/Cypher_(film)"
"4703","gamba","Gamba","Shell has been operating in Gabon for more than 50 years, and its holdings in the west African country include the Rabi Kounga and Gamba fields.","https://en.wikipedia.org/wiki/Gamba,_Gabon"
"4704","gordon","Gordon","The contemporary Gordon desk features x-shaped silver painted finish legs and a white lacquered top.","https://en.wikipedia.org/wiki/Gordon_(given_name)"
"4705","marcos","Marcos","What will the Pope say if asked about the Marcos burial?","https://en.wikipedia.org/wiki/Marcos_(given_name)"
"4706","jan","Jan","my boyfriend and i visited dubai on 6 jan for 4 nights hotel was more than ok for our needs.","https://en.wikipedia.org/wiki/January"
"4707","tz","TZ","In my /etc/TIMEZONE file the TZ variable has the correct value (Canada/Eastern) and still it's showing a -1 hour lag.","https://en.wikipedia.org/wiki/Time_zone"
"4708","transcendence","Transcendence","What are possibilities in real life to upload consciousnesses, as in the movie Transcendence with Johnny Depp?","https://en.wikipedia.org/wiki/Transcendence_(2014_film)"
"4709","norwood","Norwood","A true stunner, the Norwood 25 in.",""
"4710","whitefield","Whitefield","What are some suggestions for good tennis coaching in Whitefield, Bangalore?","https://en.wikipedia.org/wiki/Whitefield,_Bangalore"
"4711","vijay","Vijay","Sterling Road Films is founded by father and son team Vijay and Prakash Amritraj.","https://en.wikipedia.org/wiki/Vijay_Amritraj"
"4712","call","Call","After a 9-1-1 call from Bobby's brother Ronny, the police arrive just as the group is about to leave.","https://en.wikipedia.org/wiki/Telephone_call"
"4713","bpi","BPI","b'Google targeted by BPI for linking to illegal nndownloads","https://en.wikipedia.org/wiki/British_Phonographic_Industry"
"4714","asbury","Asbury","The Asbury offers five reversible mahogany/dark cherry blades for an attractive look and excellent air flow.",""
"4715","nds","NDS","NDS solvent weld fittings are offered in ABS, Styrene and PVC and range in size from 3 in.",""
"4716","watts","Watts","I have a 115 v Blender Grinder, I want to run on 220 v AC, What is the best Converter to use, and how much Watts required?","https://en.wikipedia.org/wiki/Watt"
"4717","easton","Easton","Doreen Free 1926 - 2016   Doreen Lynch Free, 90, of Easton, went to her eternal Happy Hour in Heaven, Oct. 20, 2016.","https://en.wikipedia.org/wiki/Easton,_Pennsylvania"
"4718","ria","RIA","The RIA sensitivity was 2 x 10(-4)","https://en.wikipedia.org/wiki/Radioimmunoassay"
"4719","kashmiri","Kashmiri","In this Oct. 29, 2016, photo, Kashmiri villagers collect soil from a dried portion of Wular Lake, northeast of Srinagar, Indian controlled Kashmir.","https://en.wikipedia.org/wiki/Kashmiris"
"4720","cho","CHO","In this procedure pulse labeled CHO cells are layered onto a membrane filter, lysed with detergent, and the nascent DNA eluted in step-wise fashion with tetrapropylammonium hydroxide at pH 11.0, 11.3, 11.5 and 12.1.","https://en.wikipedia.org/wiki/Chinese_hamster_ovary_cell"
"4721","church","Church","MÄori Christian church in Akaroa.","https://en.wikipedia.org/wiki/Christian_Church"
"4722","cbc","CBC","Alberta pipeline ruptured in 2009, TransCanada and federal regulators hid report until a FOIA request by CBC","https://en.wikipedia.org/wiki/Canadian_Broadcasting_Corporation"
"4723","digital","Digital","Digital computer-simulated curves of the toxin levels in the central and peripheral compartments as well as a total elimination curve were generated.","https://en.wikipedia.org/wiki/Computer#Digital_computers"
"4724","wa","WA","What companies in Tacoma, WA have the best employee benefits?","https://en.wikipedia.org/wiki/Washington_(state)"
"4725","na","Na","As a significant landowner, Bord na Mona'mÃ³na s management of bogs into the future will be important in terms of the national biodiversity, resource we have published a Biodiversity Action plan that outlines the existing biodiversity projects and how we will continue to enhance biodiversity at all. levels",""
"4726","ppd","PPD","Is there a way to find out from the PPD file of the printer which PS commands are necessary to switch paper trays?","https://en.wikipedia.org/wiki/PostScript_Printer_Description"
"4727","anthony","Anthony","After Anthony sang a few numbers by himself, Lopez joined him on stage at the T-Mobile Arena in Las Vegas to perform a duet of the classic 1984 Spanish tune â€œ","https://en.wikipedia.org/wiki/Marc_Anthony"
"4728","transit","Transit","In Transitâ€ for a bigger stage after an Off Broadway run in 2010, Ms. Anderson-Lopez and her co-writers immediately thought of him.","https://en.wikipedia.org/wiki/In_Transit_(musical)"
"4729","trailer","Trailer","The Superwinch ATV, Trailer and Utility Swing-Away","https://en.wikipedia.org/wiki/Trailer_(vehicle)"
"4730","hoa","HOA","If my HOA has a leasing restriction, can I lease to a roommate?","https://en.wikipedia.org/wiki/Homeowner_association"
"4731","uttar","Uttar","Can AIMIM find success in Uttar pradesh assembly elections?","https://en.wikipedia.org/wiki/Uttar_Pradesh"
"4732","quarter","Quarter","China is utterly and totally dominating solar panels: China has emerged as the worlds largest market for solar panels and in 2015 is expected to be home to a quarter of the planets new energy capacity from solar panels, according to a new report from GTM Research","https://en.wikipedia.org/wiki/Quarter_(unit)"
"4733","aos","AOS","Spleen rosette forming cells (RFC) from adult thymectomized mice have a low sensitivity to inhibition by anitheta serum (AOS) and azathioprine (AZ) in comparison with normal spleen or thymus RFC.",""
"4734","estelle","Estelle","Kaskade has teamed with artists across genres, including Estelle and Neon Trees, and has remixed hits from Justin Bieber to Fleetwood Mac.","https://en.wikipedia.org/wiki/Estelle_(musician)"
"4735","santa cruz","Santa Cruz","which also involve lab practicals from universities like Stanford/UC, Santa Cruz/etc.","https://en.wikipedia.org/wiki/University_of_California,_Santa_Cruz"
"4736","zamora","Zamora","zamora double helps fulham through","https://en.wikipedia.org/wiki/Bobby_Zamora"
"4737","qb","QB","Please help I am currently using access to get data from my QB data base and want to do something diffrent.","https://en.wikipedia.org/wiki/QuickBooks"
"4738","ron","Ron","How come when Ron says eat slugs in Chamber of Secrets, it works as an actual curse?","https://en.wikipedia.org/wiki/Ron_Weasley"
"4739","met","Met",": Police failed to address Met's endemic corruption - Organised crime infiltrated police at will, according to secret report.","https://en.wikipedia.org/wiki/Metropolitan_Police_Service"
"4740","planer","Planer","The Planer blades are for use with Makita planer models 2012 and 2012NB.Disposable, double-edged high-speed steel constructionFor use with Makita planer models 2012 and 2012NB2 blades includedReplacement planer blades","https://en.wikipedia.org/wiki/Plane_(tool)"
"4741","brow","Brow","chakra | brow chakra | crown chakra.",""
"4742","western","Western","ISIS defectors asking Western governments for help returning home","https://en.wikipedia.org/wiki/Western_world"
"4743","hap","HAP","HAP will only load xml documents that are located on my file system, C:xmlMyXml.xml for instance.",""
"4744","rwa","RWA","RWA with full application of Basel 3 were reduced by approximately EUR4 billion, through active risk management, to EUR195 billion as of 30 September 2016 (end of June 2016: EUR198 billion).","https://en.wikipedia.org/wiki/Risk-weighted_asset"
"4745","savior","Savior","She is no longer experiencing pain, but walking in the fullness of eternal life with her Savior.","https://en.wikipedia.org/wiki/Salvation"
"4746","gateway","Gateway","<p>I am trying to debug why a mobile device trying to connect to my embedded web server is getting a HTTP 504 Error: Gateway timeout.","https://en.wikipedia.org/wiki/Gateway_(computer_program)"
"4747","league","League","Fluminense deco is one of the few players to have won THE Uefa Champions league with two different â€“ CLUBS Fc porto in 2004 AND Fc barcelona in.","https://en.wikipedia.org/wiki/Sports_league"
"4748","grad","Grad","Hillary Clinton mentioned that every student (mostly Grad students) on F1 visa should be given a Green Card.","https://en.wikipedia.org/wiki/Graduation"
"4749","sixth","Sixth","Almost every week, I go to VIC, sixth floor of WanDa Sofitel, Beijing, for business dinner or parties with friends.","https://en.wikipedia.org/wiki/6"
"4750","gbs","GBS","GBS grate system is compatible with 6 additional GBS cookware pieces for serving up a wide variety of other impressive main courses, side dishes and desserts.",""
"4751","clermont","Clermont","Designed with a dedication to detailed precision, the Clermont vanity offers sophisticated style for a variety of bathroom motifs.",""
"4752","proposal","Proposal","It should be held within four month of the proposal, but at least six months before the wedding.","https://en.wikipedia.org/wiki/Marriage_proposal"
"4753","boom","Boom","Boom, the Music application gets silent.",""
"4754","group","Group","Telly and the group go to the house of another friend, Steven, to smoke, drink and talk about sex.","https://en.wikipedia.org/wiki/Social_group"
"4755","moriarty","Moriarty","What's the most creative discussion can you come up with between Darth Vader, Ultron (MCU), The Joker and Professor Moriarty?","https://en.wikipedia.org/wiki/Professor_Moriarty"
"4756","ood","OOD","Each item in my list is an object in the parlance of OOD.","https://en.wikipedia.org/wiki/Object-oriented_design"
"4757","cpm","CPM","<li>Ad networks like AdBrite sometimes serve CPM ad inventory.","https://en.wikipedia.org/wiki/Cost_per_mille"
"4758","iri","IRI","Immunoreactive GIP released by duodenal acidification is biologically active because it augments the glucose-induced release of immunoreactive insulin (IRI).",""
"4759","nancy","Nancy","Will Nancy fall in love with Jonathan?","https://en.wikipedia.org/wiki/Nancy_(given_name)"
"4760","bc","BC","wrong,Ancient Greek Civilization starts from the Minoic Era,around 3.000 bc and then continues through Roman and Byzantine Empire,then revied during the Reinaince.","https://en.wikipedia.org/wiki/anno_Domini"
"4761","opening night","Opening Night","OPENING NIGHT DOUBLEHEADER California held off the Gaels 74-67 in a women's game played first as the Golden Bears avenged a loss to Saint Mary's last season that snapped their eight-game winning streak in the East Bay rivalry.",""
"4762","viral","Viral","Anti-viral drugs surprisingly do not help.","https://en.wikipedia.org/wiki/Virus"
"4763","load","Load","The 80 [degrees] C transformer requires operation at 75% or more of full load for a 2-yr payback, and at 100% load to payback in 1 yr over the 150 [degrees] C transformer.","https://en.wikipedia.org/wiki/Electrical_load"
"4764","rpa","RPA","What are your reviews on the Exilant RPA product Fusion?","https://en.wikipedia.org/wiki/Robotic_process_automation"
"4765","crane","Crane","As of May 2011, the Bureau of Labor Statistics estimates that about 41,070 crane and tower operators were employed in the United States.","https://en.wikipedia.org/wiki/Crane_(machine)"
"4766","yu","YU","My YU yuphoria on android is hard bricked.",""
"4767","trendelenburg","Trendelenburg","The effect of PGE1 on peristalsis of guinea-pig isolated ileum was examined using a modified Trendelenburg method to evoke and record peristaltic activity.","https://en.wikipedia.org/wiki/Trendelenburg_test"
"4768","caledonian","Caledonian","What are Caledonian fold mountains?","https://en.wikipedia.org/wiki/Caledonian"
"4769","cohen","Cohen","Is a loss by Trump in a Cohen vs Trump enough to get him impeached?","https://en.wikipedia.org/wiki/Cohen_(surname)"
"4770","portuguese","Portuguese","Believers called (mesas, table In) portuguese ou mesas (brancas white, table In), portuguese these sessions are somewhat akin to the seances SÃ©ances-of American style spiritualism of the 19th to.","https://en.wikipedia.org/wiki/Portuguese_language"
"4771","belt","Belt","Belt fits in Cadet Series 1000 LTX lawn tractors with 50 in.","https://en.wikipedia.org/wiki/Belt_(mechanical)"
"4772","slick","Slick","Slick curve design with glass sides and stainless steel to provide the appealing look on your kitchen counterConstructed for easy installation and cleaning",""
"4773","middle","Middle","<p>Top can write to Middle's hash, however, and Middle can write to Inner's hash, and Top can write to Inner's hash, and Inner and Middle can both write to Top's hash, so the <",""
"4774","rapa","Rapa","Equilibrium uv melting curves confirmed that the adenine bases in rApA are stacked at pH7 but unstacked at pH 1.5.",""
"4775","cabana","Cabana","All in all it didnt matter because we left to do something else, but if we were going to spend more time at the pool we would have rented a cabana - $150 a day with full service, cold towels and water.","https://en.wikipedia.org/wiki/Cabana_(structure)"
"4776","idm","IDM","Some entities in my new app have natural associations with identity entities on the IDM app.","https://en.wikipedia.org/wiki/Identity_management"
"4777","excel","Excel","Though it's not a concern to those with 20/10 or better eyesight, a larger screen and higher resolution will let you increase the font size on your Word documents or Excel spreadsheets while still keeping a lot of information on the screen.","https://en.wikipedia.org/wiki/Microsoft_Excel"
"4778","element","Element","A substance can be defined as homogeneous if it contains only one kind of compound or one element.","https://en.wikipedia.org/wiki/Chemical_element"
"4779","lydian","Lydian","Face value vs par value of a coin: what term is more common in the context of ancient (Lydian) coins?","https://en.wikipedia.org/wiki/Lydians"
"4780","gad","Gad","Has anyone used the drug Lyrica/Pregabalin to treat depression/bipolar 2 and not just GAD?","https://en.wikipedia.org/wiki/Generalized_anxiety_disorder"
"4781","erc","ERC","These findings suggest that, in uremia, the concentration of ERC is increased and that the ERC are capable of responding normally to ESF.",""
"4782","vulcan","Vulcan","Nigeria signs $4.5bn oil refining deal with Vulcan","https://en.wikipedia.org/wiki/Vulcan_Capital_Management"
"4783","sloan","Sloan","Should I choose Wharton or MIT Sloan for a full-time MBA?","https://en.wikipedia.org/wiki/MIT_Sloan_School_of_Management"
"4784","ur","UR","<p>Thanks in advance for spent Ur time on my app...","https://en.wikipedia.org/wiki/Text_messaging"
"4785","jigsaw","Jigsaw","What does it mean to update your CLASSPATH to compile Jigsaw and use the new compiled classes?","https://en.wikipedia.org/wiki/Java_Platform_Module_System"
"4786","index","Index","Besides, this Index includes two intervals that were demonstrated to have statistical significance when individually considered.","https://en.wikipedia.org/wiki/Index_(publishing)"
"4787","bow","BOW","Ox-bow lake 4.",""
"4788","spa","SPA","Sammy.js was bit okay to crack so i created a sample SPA with proper navigation.","https://en.wikipedia.org/wiki/Secure_Password_Authentication"
"4789","electronic","Electronic","What does Electronic and Telecommunication Engineers do on their job?","https://en.wikipedia.org/wiki/Electronics"
"4790","javanese","Javanese","Why do some Indonesians (especially Javanese and Sundanese) not have a family name?","https://en.wikipedia.org/wiki/Javanese_people"
"4791","hco","HCO","BF to skeletal muscle, cutaneous, and some splanchnic regions was reduced to HCO, whereas BF to the cerebral, coronary, and renal beds was protected.","https://en.wikipedia.org/wiki/Aldehyde"
"4792","nra","NRA","When I was a Human Being at the NRA protest this summer, I was a young lady with two small girls who was killed in Aurora.","https://en.wikipedia.org/wiki/National_Rifle_Association"
"4793","store","Store","L for convenient useGreen color blends in with the treeSimple to useProduct selection in Store may varyPrice shown is for individual item","https://en.wikipedia.org/wiki/Retail#Types_by_marketing_strategy"
"4794","section","Section","Following advice in a previous review I got a cheaper rate than the hotel website by booking through the Hidden Hotel section of lastminute.com.","https://en.wikipedia.org/wiki/Section_(typography)"
"4795","vbs","VBS","<p>I've found a nasty VBS way to do this, but I'm looking for a native PoSh procedure to edit the properties of a .LNK file.","https://en.wikipedia.org/wiki/VBScript"
"4796","cpp","CPP","But right now, eighteen states are on track to hit the CPP's 2030 targets with no changes to their current trajectory.","https://en.wikipedia.org/wiki/Clean_Power_Plan"
"4797","nw","NW","Port Chalmers/1/73 (H3N2), increased levels of IgA and occasionally IgG, and specific antibodies were detected in the NW.",""
"4798","vss","VSS","Qualifies for a 10-year no leak installation warranty when installed with VELUX flashing (required, sold separately) on a roof pitch between 14 and 85EDL flashing is required when installing the skylight on a shingle/shake/slate roof, EDW flashing is required for installation on a tile or high-profile roof, and EDM flashing is required for installation on a metal sheet roofFeatures laminated clean, quiet & safe glass with a neat glass coating that keeps your skylight cleaner, reduces unwanted outside noise, is energy efficient, and has an extra glass pane for added safetyConsider adding a VELUX solar powered blind (sold and shipped separately) which is eligible for a 30% federal solar tax credit and allows you to control the lightConsider upgrading to a solar powered fresh air skylight (model VSS) to bring both natural light and fresh air into your home using only the power of the sun, plus it is eligible for a 30% federal solar tax credit, making it very affordableFor C06 models, rough opening dimensions should equal 21 in.","https://en.wikipedia.org/wiki/Voltage_symmetrization_system"
"4799","madison","Madison","MADISON, Wis. (AP) â€”","https://en.wikipedia.org/wiki/Madison_(town),_Wisconsin"
"4800","establishment","Establishment","I found the Knickerbocker staff to be astonishingly unhelpful, for an (allegedly) 4-star establishment.","https://en.wikipedia.org/wiki/The_Establishment"
"4801","carnot","Carnot","What is the difference between Brayton and Carnot efficiency?","https://en.wikipedia.org/wiki/Carnot_cycle"
"4802","one percent","One percent","Additionally, comparable-store sales rose one percent, compared to a consensus estimate of a 1.8 percent rise.",""
"4803","ns","NS","Now, what is the substitute of NS in SQL Server 2008 ?","https://en.wikipedia.org/wiki/Name_server"
"4804","proof","Proof","He finds a bottle that claims to be a cold remedy but also has  the moniker Alcohol 125% proof, which he either doesn't read or chooses to ignore.","https://en.wikipedia.org/wiki/Alcohol_proof"
"4805","portal","Portal","Portal systemic encephalopathy is a serious complication of cirrhosis.","https://en.wikipedia.org/wiki/Hepatic_encephalopathy"
"4806","rx","Rx","My IDE is VS 2010 Ultimate, RX version is: 1.1.11111","https://en.wikipedia.org/wiki/Reactive_extensions"
"4807","nia","NIA","Nia elegantly combines black and stainless steel finishes for a versatile look that is easy to coordinate with a variety of kitchen styles.",""
"4808","tab","TAB","On the Document Elements tab, under References, click Manage.","https://en.wikipedia.org/wiki/Tab_(GUI)"
"4809","kidnapped","Kidnapped","Mayor of The Affluent City, Monterrey, Kidnapped and Found Dead","https://en.wikipedia.org/wiki/Kidnapping"
"4810","cid","CID","Sources said a joint team of CID and local police raided Baidya Clinic and Sohon Nursing Home in Bagjola locality of Baduria on Monday night.","https://en.wikipedia.org/wiki/Crime_Investigation_Department_(India)"
"4811","kci","KCI","This was true regardless of whether chemical (micromolar Ca++, pH &gt;7.0, cytochalasin B, elevated concentrations of KCI, MgC1(2), and sucrose) or physical (pressure, mechanical stress, and cold) means were used to induce solation.","https://en.wikipedia.org/wiki/Potassium_chloride"
"4812","fto","FTO","Can we use FTO coated glass substrate instead of ITO as an electrode for organic solar cell?","https://en.wikipedia.org/wiki/Transparent_conducting_film"
"4813","czech","Czech","schengen zone member states austria belgium czech republic","https://en.wikipedia.org/wiki/Czech_Republic"
"4814","wedge","Wedge","Wedge makes splitting wood fast and easy.","https://en.wikipedia.org/wiki/Wedge_(mechanical_device)"
"4815","durham","Durham","DURHAM, N.C. (AP) â€”","https://en.wikipedia.org/wiki/Durham,_North_Carolina"
"4816","ach","ACH","With the exception of ACH, none of the neurotransmitters had a significant effect on AVT release.","https://en.wikipedia.org/wiki/Acetylcholine"
"4817","slack","Slack","How is Slack different from Skype chat?","https://en.wikipedia.org/wiki/Slack_(software)"
"4818","tamil","Tamil","tamil leaders seek guns for self defence","https://en.wikipedia.org/wiki/Tamils"
"4819","unlimited","Unlimited","Two-doors Sport Freedoms will reportedly start at $30,690, with the Unlimited version going for $3,900 more;","https://en.wikipedia.org/wiki/Infinity"
"4820","capitol","Capitol","Kaine Returns Sen. Tim Kaine (D-Va.) arrives in the Capitol for the Senate Democrats' policy lunch on Nov. 16, 2016, after returning from the campaign trail.","https://en.wikipedia.org/wiki/United_States_Capitol"
"4821","lovelock","Lovelock","Acciavatti defeated Lovelock in the Nov. 8 election.","https://en.wikipedia.org/wiki/Lovelock_(surname)"
"4822","thr","Thr","In September, Ford told THR that the film was meant to evoke the world of absurd rich [people], the hollowness and emptiness I perceive in our culture.","https://en.wikipedia.org/wiki/The_Hollywood_Reporter"
"4823","mod","Mod","Mod (subculture): Why do most rockers have long hair?","https://en.wikipedia.org/wiki/Mod_(subculture)"
"4824","lms","LMS","Where can I get MATLAB code for LMS algorithm?","https://en.wikipedia.org/wiki/Learning_management_system"
"4825","dryer","Dryer","Dryer is white with silver spray door7 Drying Programs with Sensor Dry includes Perm Press, Cotton/Normal, Delicates, Towels.","https://en.wikipedia.org/wiki/Clothes_dryer"
"4826","marco","Marco","It's as if you were hiding from a criminal, but when he yelled Marco you couldn't help responding Polo! and giving away your location.","https://en.wikipedia.org/wiki/Marco_(given_name)"
"4827","asian","Asian","2  Healthy saute sautÃ© chicken with sesame, seeds soy, sauce, garlic ginger and your favorite vegetables for a, healthy but, Quick-asian inspired.","https://en.wikipedia.org/wiki/Asian_cuisine"
"4828","diablo","Diablo","Do I need to play Diablo 1 before playing Diablo 2?","https://en.wikipedia.org/wiki/Diablo_(series)"
"4829","cuda","Cuda","What are the differences between CUDA and OpenGL?","https://en.wikipedia.org/wiki/CUDA"
"4830","chase","Chase","Examples of something like this is the Chase banking app that allows users to snap a photo of their check and then it processes it and deposits it.","https://en.wikipedia.org/wiki/Chase_Bank"
"4831","eden","Eden","Norway: an Eden with wifi","https://en.wikipedia.org/wiki/Garden_of_Eden"
"4832","seeker","Seeker","For example, Legend of the Seeker is written 5 times and their size increases.","https://en.wikipedia.org/wiki/Legend_of_the_Seeker"
"4833","wally","Wally","Wally got its name because it uses the existing wiring within the walls of your home as an antenna.",""
"4834","jack","Jack","Jack uses the site and likes it.","https://en.wikipedia.org/wiki/Jack_(given_name)"
"4835","trim","Trim","Plus James Hardee 4 inch trim boards. 2 fiber cement mitre saw blades for cutting the trim, a fiber cement electric shears, hot dipped galvanized nails and a set of lap siding brackets to hold the siding in place during nailing.","https://en.wikipedia.org/wiki/Cutting"
"4836","bags","Bags","main cabin passengers should follow the standard 50 lb limit per piece first bag free remember that excess baggage fees may apply if you check more than two bags or if they exceed our size weight restrictions additionally lower fees may apply depending upon the date you purchased your ticket for a summary of previous checked bag fees click here","https://en.wikipedia.org/wiki/Bag"
"4837","kt","KT","The only problem is that for the life of me I simply cannot figure out how to make KT do this.",""
"4838","consequence","Consequence","Called Quest tops Billboard chart for first time in 20 years Members of A Tribe Called Quest (L-R): Consequence, Phife Dawg, Q-Tip and Jarobi White perform at the 4th Annual VH1 Hip Hop Honors event in New York October 4, 2007.","https://en.wikipedia.org/wiki/Consequence_(rapper)"
